title,authors,description,thumbnail,sku,publisher,price
Earthly Powers,Anthony Burgess,"Earthly Powers traces eighty- one years in the life of a Somerset Maugham- type writer and lapsed Catholic called Kenneth Toomey. A popular, second- rate novelist/playwright, he spends a lifetime unsuccessfully trying to reconcile his homosexuality with his faith. This is also the story of Carlo Campanati, an earthy Italian priest linked with Toomey through family ties. With dazzlingly inventive narrative spanning six decades, Burgess draws in major events and characters of the century while exploring themes of universal significance.",http://books.google.com/books/content?id=3xBXx3Yg1cAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,RLW764140,Nhà xuất bản Thế giới,3383509
The Mummy,Anne Rice,"""Ramses the Great has reawakened in opulent Edwardian London. Having drunk the elixir of life, he is now Ramses the Damned, doomed forever to wander the earth, desperate to quell hungers that can never be satisfied. He becomes the close companion of a voluptuous heiress, Julie Stratford, but his cursed past again propels him toward disaster. He is tormented by searing memories of his last reawakening, at the behest of Cleopatra, his beloved queen of Egypt. And his intense longing for her, undiminished over the centuries, will force him to commit an act that will place everyone around him in the gravest danger....'Rice succeeds masterfully in blending horror and romance- Ramses is a fascinating character, heroic, yet tragically flawed by his human desires' - Atlanta Journal",http://books.google.com/books/content?id=I9n126K6j6QC&printsec=frontcover&img=1&zoom=1&source=gbs_api,XEF076579,Nhà xuất bản Hà Nội,1898926
Lasher,Anne Rice,"At the centre of Anne Rice's brilliant novel, the beautiful Rowan Mayfair, queen of the coven, must flee from the darkly brutal, yet irresistible demon known as Lasher. With a dreamlike power, this wickedly seductive entity draws us through twilight paths, telling a chillingly hypnotic story of spiritual aspirations and passion...",http://books.google.com/books/content?id=UeyMABieKGMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,BFQ537846,Nhà xuất bản Alpha Books,1061962
Survivor's Quest,Timothy Zahn,"Luke Skywalker and his wife, Mara, get a strange message from the Chiss: Come and get the remains of the mysterious Outbound Flight Project. But there is more than meets the eye to this unexpected gift, as the newlyweds come face to face with the past! For someone is still alive in the Outbound Flight ships, and they're not interested in visitors. Plus there's at least one imposter along on the mission, and maybe more, and it will be up to Luke and Mara to uncover all the secrets and prevent another war from breaking out.",http://books.google.com/books/content?id=IF5ED39v65cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,FUY981541,Nhà xuất bản Trẻ,1518727
Women Who Love Too Much,Robin Norwood,"Is having 'somebody to love' the most important thing in your life? Do you constantly believe that with 'the right man' you would no longer feel depressed or lonely? Are you bored with 'nice guys' who are open, honest and dependable? If being in",http://books.google.com/books/content?id=_v6tu8Tpyq8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,HYK800775,Nhà xuất bản Trẻ,1504663
The Talisman Ring,Georgette Heyer,"A witty and enthralling Regency romance by one of the best-known and most beloved historical novelists. The legend of the Headless Horseman and a proposed marriage de convenance both have their impact on the mystery of a golden talisman ring and Lord Lavenham's young heir, Ludovic. Neither Sir Tristram Shield nor Eustacie, his young French cousin, share the slightest inclination to marry one another, yet it is Lord Lavenham's dying wish. For there is no one else to provide for the old man's granddaughter while Ludovic remains a fugitive from justice ... Yet again Georgette Heyer shows the qualities that made her one of the most successful and best-loved romantic novelists of her age, and why her popularity endures to this day.",http://books.google.com/books/content?id=7Efhi0DF2i0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,NAP355529,Nhà xuất bản Văn học,2577350
The Convenient Marriage,Georgette Heyer,"When the eligible Earl of Rule offers for the hand of the Beauty of the Winwood Family, he has no notion of the distress he causes his intended. For Miss Lizzie Winwood is promised to the excellent, but impoverished Mr Edward Heron. Disaster can only be averted by the delightful impetuosity of her youngest sister, Horatia, who conceives her own, distinctly original plans ... Fo over fifty years until her death in 1974, Georgette Heyer was the undisputed queen of historical romantic fiction, and the The Convenient Marriage shows why she configures to be loved by a huge readership to this day.",http://books.google.com/books/content?id=pqKV8h7Lj_cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,THU710321,Nhà xuất bản Thế giới,3947852
Lady of Quality,Georgette Heyer,"Independent and spirited. Miss Annis Wychwood gives little thought to finding herself a suitable husband, thus dashing the dreams of many hopeful suitors. When she becomes embroiled in the affairs of the runaway heiress Lucilla, though, she encounters the beautiful fugitive's guardian - as rakish and uncivil a rogue she has ever met. Although, chafing a bit at the restrictions of Regency society in Bath, Annis does have to admit that Oliver Carleton, at least, is never boring.",http://books.google.com/books/content?id=YwPmnE8bYGwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,RWS798250,Nhà xuất bản Tổng hợp TP.HCM,4863942
A Very Long Engagement,Sébastien Japrisot,"One bitter night in January 1917, five French soldiers are court-martialled and sent into No-Man's Land. Days later, five corpses are given a hasty burial. After the war, the fiancée of one of the men sets out to discover what happened.",http://books.google.com/books/content?id=4XejAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,BPN321814,Nhà xuất bản Phụ nữ Việt Nam,4555002
False Colours,Georgette Heyer,The Honourable Christopher Fancot is forced into an outrageous masquerade by the tangled affairs of his wayward family.,http://books.google.com/books/content?id=F7HoSc6VaVkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,PMB364431,Nhà xuất bản Kim Đồng,437775
Sprig Muslin,Georgette Heyer,"Sir Gareth Ludlow knows it is his duty as a man of honour to restore so young and pretty a girl as Amanda, wandering unattended, to her family. But it is to prove no easy task for the Corinthian.",http://books.google.com/books/content?id=csG8_CumWtYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,BVV028212,Nhà xuất bản Thế giới,4758613
Catch-22,Joseph Heller,"WITH AN INTRODUCTION BY HOWARD JACOBSON Explosive, subversive, wild and funny, 50 years on the novel's strength is undiminished. Reading Joseph Heller's classic satire is nothing less than a rite of passage. Set in the closing months of World War II in an American bomber squadron off the coast of Italy, Catch-22 is the story of a bombardier named Yossarian who is frantic and furious because thousands of people he has never even met keep trying to kill him. Joseph Heller's bestselling novel is a hilarious and tragic satire on military madness, and the tale of one man's efforts to survive it.",http://books.google.com/books/content?id=uciYmbP_JV0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,UPS815109,Nhà xuất bản Chính trị quốc gia Sự thật,1454244
The Quiet American,Graham Greene,"Discover Graham Green's prescient political masterpiece 'The novel that I love the most is The Quiet American' Ian McEwan Into the intrigue and violence of 1950s Indo-China comes CIA agent Alden Pyle, a young idealistic American sent to promote democracy through a mysterious 'Third Force'. As his naive optimism starts to cause bloodshed, his friend Fowler, a cynical foreign correspondent, finds it hard to stand aside and watch. But even as he intervenes he wonders why: for the greater good, or something altogether more complicated? WITH AN INTRODUCTION BY ZADIE SMITH",http://books.google.com/books/content?id=APV3dBhwi5gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,WEQ950366,Nhà xuất bản Văn học,360038
The Heart of the Matter,Graham Greene,An assistant police commissioner in a West African coastal town lets passion overrule his honor.,http://books.google.com/books/content?id=LkvkNUvCN2AC&printsec=frontcover&img=1&zoom=1&source=gbs_api,EGE347308,Nhà xuất bản Chính trị quốc gia Sự thật,2731337
The End of the Affair,Graham Greene,"Maurice Bendrix's love affair with his friend's wife, Sarah, had begun in London during the Blitz. One day, inexplicably and without warning, Sarah had broken off the relationship. Two years later, driven by obsessive jealousy and grief, Bendrix sends Parkis, a private detective, to follow Sarah.",http://books.google.com/books/content?id=XB5tgtHWs2UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,IDB788520,Nhà xuất bản Tổng hợp TP.HCM,3790713
Enduring Love,Ian McEwan,"""The story of how an ordinary man can be driven to the brink of murder and madness by the delusions of another. It begins on a windy summer's day in the Chilterns when the calm, organized life of Joe Rose is shattered by a ballooning accident.""--Publisher's description.",http://books.google.com/books/content?id=S702H90xDekC&printsec=frontcover&img=1&zoom=1&source=gbs_api,FQH792292,Nhà xuất bản Phụ nữ Việt Nam,419950
For Whom the Bell Tolls,Ernest Hemingway,"High in the pine forests of the Spanish Sierra, a guerrilla band prepares to blow up a vital bridge. Robert Jordan, a young American volunteer, has been sent to handle the dynamiting. There, in the mountains, he finds the dangers and the intense comradeship of war. And there he discovers Maria, a young woman who has escaped from Franco's rebels-",http://books.google.com/books/content?id=EiWqPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,VMU120238,Nhà xuất bản Lao động,553507
